Codigo_cancion,Numero de estrofa,Texo de estrofa
20005,3,"
I keep pushin' forwards, but he keeps pullin' me backwards
(Nowhere to turn, no way)
(Nowhere to turn, no)
Now I'm standin' back from it, I finally see the pattern
(I never learn, I never learn)
But my love, he doesn't love me, so I tell myself, I tell myself
I do, I do, I do

"
20005,4,"
Practice makes perfect
I'm still tryna learn it by heart (I got new rules, I count 'em)
Eat, sleep, and breathe it
Rehearse and repeat it, 'cause I... (I got new...)

"
20006,0,"
Not tryna be indie
Not tryna be cool
Just tryna be in this
Tell me, are you too?
Can you feel where the wind is?
Can you feel it through
All of the windows
Inside this room?

"
20006,1,"
'Cause I wanna touch you baby
And I wanna feel you too
I wanna see the sunrise
On your sins just me and you

"
20006,2,"
Light it up, on the run
Let's make love tonight
Make it up, fall in love, try

"
20006,3,"
But you'll never be alone
I'll be with you from dusk till dawn
I'll be with you from dusk till dawn
Baby, I am right here
I'll hold you when things go wrong
I'll be with you from dusk till dawn
I'll be with you from dusk till dawn
Baby, I am right here

"
20006,4,"
I'll be with you from dusk till dawn
Baby, I am right here

"
20006,5,"
We were shut like a jacket
So do your zip
We would roll down the rapids
To find a wave that fits
Can you feel where the wind is?
Can you feel it through
All of the windows
Inside this room?

"
20006,6,"
'Cause I wanna touch you baby
And I wanna feel it too
I wanna see the sunrise
On your sins just me and you

"
20006,7,"
Could give love to your body
So, only you that can stop it
Go, give love to your body
So, only you that can stop it
Go, give love to your body
So, only you that can stop it
Go, give love to your body
Go, give love to your body

"
20007,0,"
Big fat thang, overflowin'
Skin tight dress, couldn't hold it
Way too thick like it's swollen
Girl, you're too bad and you know it
When you drop down, lose focus
When that thing clap, that's a bonus
Mmm, that cake looking appetizing
Backpack full, that's a crisis

"
20007,1,"
Bring that body my way
Can't take it off my brain
Look like you do ballet, yeah

"
20007,2,"
Hold tight when you tip toe (oh, oh, oh, oh)
Shake something when you tip toe (girl, oh, oh, oh, oh)
No breaks when you push that back
Left, right, do it just like that
Hold tight when you tip toe (oh, oh, oh, oh)

"
20007,3,"
Ayo, God bless you from behind and (I do)
One hand up like the Heisman (touchdown)
First class seat when ya ridin' (oh yeah)
Wind that thing like ya spineless

"
20007,4,"
Wine fa me darlin'
Way you move ya spine is alarmin'
Mi wan you just wine fa me, darlin' (oh, oh, oh, oh)

"
20007,5,"
Oooh, one, tryna figure out who to give ya love
Two, dancin' like a freak 'til a quarter past
Three, you know I'm the one you been looking for
(Montana, ha)

"
20007,6,"
Left cheek, right cheek, left cheek, right cheek (oh, no)
Left cheek, right cheek, left cheek, right cheek (ayy, ayy)
Tip toe (tip toe), tip toe (tip toe)
Chains on, got me lookin' like a disco (a disco)
Who that be? And that drop be Mansory (skrrt)
Who that be? Blowin' gas out the 'rari (sk-skrrt)
French vanilla smooth like a 100-year wine
Come sneak up from behind, ""What's ya name?""
""What's ya sign?"" (Huh)
Wine fa me, darlin'
""You want to dock in or fly out??""
Wine fa me, darlin'
""Baby, you want to lease, rent, or buy out??""
Wine fa me, darlin'
When dat money keep blowin', swat, why shorty tip toein'
Got ya left cheek shown, mama
Tip (huh)

"
20008,0,"
Time flies by when the night is young
Daylight shines on an undisclosed location, location
Bloodshot eyes looking for the sun
Paradise delivered and we call it a vacation, vacation

"
20008,1,"
You're painting me a dream that I
Wanna belong in, wanna belong in

"
20008,2,"
Over the hills and far away
A million miles from L.A
Just anywhere away with you
I know we've got to get away
Someplace where no one knows our name
We'll find the start to something new
Just take me anywhere, take me anywhere
Anywhere away with you
Just take me anywhere, take me anywhere
Anywhere away with you

"
20008,3,"
Fun, little less fun
Little less, over, over, over, over, me
Oh, fun, little less fun
Little less, over, over, over, over, me

"
20008,4,"
Truth comes out when we're blacking out
Looking for connection in a crowd of empty faces, empty faces
Your secrets are the only thing I'm craving now
The good, and the bad, let me in
'Cause I can take it, I can take it

"
20008,5,"
Take me anywhere
Oh, anywhere
Anywhere away with you
Take me anywhere

"
20009,0,"
Ella, que ha nacido modelo, diva y superestrella
Deja el mundo menos bonito cuando se aleja
Riendo porque mi alma le llora y queja
(Es una guerrera)

"
20009,1,"
Ella tiene arsenal, ella, pa' cargarse a cualquiera
Le gusta viajar, ella, pega'ita a mi vera
Tiene el pedal, ella, cuando quiere acelera
Adicta a pelear, es una guerrera
(Eso es)

Lo juro, me muera
Es una guerrera
Lo juro, me muera
Lo juro, me muera

"
20009,2,"
Ella roba en las tiendas
Atraca los bancos, se entera de to' los santos
Se sabe el nombre del jurado
Tiene fichados los horarios
Tiene una hacienda, tres o cuatro barcos
Un M4 y un Lambo
Tiene cuero y piel en el armario
Un nombre hecho por todo el barrio
Y ella cierra los ojos y ve
A través de las paredes
Tiene la fuerza de mil hombres
Y yo me pierdo en su timidez
Eso...

"
20009,3,"
Ella, que ha nacido modelo, diva y superestrella
Deja el mundo menos bonito cuando se aleja
Riendo porque mi alma le llora y queja
Es una guerrera, ella
Lo juro, me muera, ella
Es una guerrera, ella
Lo juro, me muera, ella
Eso es

"
20009,4,"
Y el orgullo me robó
A punta de Kalashnikov
Y mi cerebro secuestró
Calla'ita con silenciador
Y ahora to'l mundo sabe:
Que tiene arsenal pa' cargarse a cualquiera
Le encanta viajar pega'íta a mi vera
Ella, tiene el pedal, y cuando quiere acelera
Adicta a pelear, es una guerrera
(Eso es)

"
20010,0,"
Ella, que ha nacido modelo, diva y superestrella
Deja el mundo menos bonito cuando se aleja
Riendo porque mi alma le llora y queja
(Es una guerrera)

"
20010,1,"
Ella tiene arsenal, ella, pa' cargarse a cualquiera
Le gusta viajar, ella, pega'ita a mi vera
Tiene el pedal, ella, cuando quiere acelera
Adicta a pelear, es una guerrera
(Eso es)

Lo juro, me muera
Es una guerrera
Lo juro, me muera
Lo juro, me muera

"
20010,2,"
Ella roba en las tiendas
Atraca los bancos, se entera de to' los santos
Se sabe el nombre del jurado
Tiene fichados los horarios
Tiene una hacienda, tres o cuatro barcos
Un M4 y un Lambo
Tiene cuero y piel en el armario
Un nombre hecho por todo el barrio
Y ella cierra los ojos y ve
A través de las paredes
Tiene la fuerza de mil hombres
Y yo me pierdo en su timidez
Eso...

"
20010,3,"
Ella, que ha nacido modelo, diva y superestrella
Deja el mundo menos bonito cuando se aleja
Riendo porque mi alma le llora y queja
Es una guerrera, ella
Lo juro, me muera, ella
Es una guerrera, ella
Lo juro, me muera, ella
Eso es

"
20010,4,"
Y el orgullo me robó
A punta de Kalashnikov
Y mi cerebro secuestró
Calla'ita con silenciador
Y ahora to'l mundo sabe:
Que tiene arsenal pa' cargarse a cualquiera
Le encanta viajar pega'íta a mi vera
Ella, tiene el pedal, y cuando quiere acelera
Adicta a pelear, es una guerrera
(Eso es)

"
20011,0,"
Fuera, vete de mi casa
Tú no eres mi amiga
Que yo sigo jugando, qué más da
Sigo jugando solo

Me aburro
El patio está vacío
Y suenan las sirenas
Y yo sigo jugando, qué más da
Sigo jugando y siempre me castigas

"
20011,1,"
Y solo quiero que te vayas
Solo quiero que se acabe
Solo quiero que me dejes solo

"
20011,2,"
Fuera, vete de mi casa
Suéltame las manos
No soy más que un niño
Con los pies descalzos

Y yo sigo jugando, qué más da
Sigo jugando solo

Nada, ya no queda nada
Solo tu delirio
Tu ruido insoportable en el salón
No queda nada más que tu fantasma

"
20012,0,"
No hay reglas para amar
No hay forma de acertar
Solo pretendo ser
Tu mejor verdad

Pero tú vienes y te vas
Y yo alerto al corazón
Si te vas a quedar
No entenderé otro adiós

"
20012,1,"
Que el hambre que tienes se olvida
De las mordidas que ya le dio a mi vida

"
20012,2,"
No vaya a ser que te quiera y te vuelvas a ir
No vaya a ser que me enamore aún más de ti
No vaya a ser que me equivoque y te vuelva a perder
No vaya a ser que me caiga otra vez

"
20012,3,"
Te juro que intenté
No verte en otra piel
Vacío en el papel
Mi rabia y mi ser

Espero no llevar
La cruz de perdonar
A quién no me hace bien
Y juega a marear

"
20013,0,"
Vuelves, en cada sueño que tengo
Caigo de nuevo en tu red
Sé que tarda un tiempo
Curarme de ti de una vez

Tuve tantos momentos felices
Que olvido lo triste que fue
Darte de mi alma
Lo que tú echaste a perder

"
20013,1,"
Yo no quería amarte
Tú me enseñaste a odiarte
Todos los besos que me imaginé
Vuelven al lugar donde los vi crecer

"
20013,2,"
En Saturno viven los hijos que nunca tuvimos
En Plutón aún se oyen gritos de amor
Y en la Luna gritan a solas tu voz y mi voz
Pidiendo perdón, cosa que nunca pudimos hacer peor

"
20013,3,"
Tienes, la misma culpa que tengo
Aunque te cueste admitir
Que sientes como siento
La almohada no suele mentir

"
20014,0,"
Players, put yo' pinky rings up to the moon
Girls, what y'all trying to do?
24 karat magic in the air
Head to toe so player
Uh, look out!

"
20014,1,"
Pop pop, it's show time (Show time)
Show time (Show time)
Guess who's back again?
Oh they don't know? (Go on tell 'em)
Oh they don't know? (Go on tell 'em)
I bet they know soon as we walk in (Showin' up)
Wearing Cuban links (ya)
Designer minks (ya)
Inglewood's finest shoes (Whoop, whoop)
Don't look too hard
Might hurt ya'self
Known to give the color red the blues

"
20014,2,"
Ooh shit, I'm a dangerous man with some money in my pocket
(Keep up)
So many pretty girls around me and they waking up the rocket
(Keep up)
Why you mad? Fix ya face
Ain't my fault y'all be jocking
(Keep up)

"
20014,3,"
Second verse for the hustlas (hustlas)
Gangstas (gangstas)
Bad bitches and ya ugly ass friends (Haha)
Can I preach? (Uh oh) Can I preach? (Uh oh)
I gotta show 'em how a pimp get it in
First, take your sip (sip), do your dip (dip)
Spend your money like money ain't shit (Whoop, whoop)
We too fresh
Got to blame it on Jesus
Hashtag blessed
They ain't ready for me

"
20014,4,"
(Wooh)
Everywhere I go they be like
Ooh, so player ooh
Everywhere I go they be like
Ooh, so player ooh
Everywhere I go they be like
Ooh, so player ooh
Now, now, now
Watch me break it down like (Uh)
24 karat, 24 karat magic
What's that sound?
24 karat, 24 karat magic
Come on now
24 karat, 24 karat magic
Don't fight the feeling
Invite the feeling

"
20015,0,"
She works at nights, by the water
She's gone astray, so far away
From her father's daughter
She just wants a life for her baby
All on her own, no one will come
She's got to save him (daily struggle)

"
20015,1,"
She tells him, ""Oh, love, no one's ever gonna hurt you, love.""
""I'm gonna give you all of my love.""
""Nobody matters like you.""
(Stay up there, stay up there!)
She tells him, ""Your life ain't gon' be nothing like my life."" (Straight!)
""You're gonna grow and have a good life.""
""I'm gonna do what I've got to do.""
(Stay up there, stay up there!)

"
20015,2,"
So, rockabye, baby, rockabye
I'm gonna rock you
Rockabye, baby, don't you cry
Somebody's got you
Rockabye, baby, rockabye
I'm gonna rock you
Rockabye, baby, don't you cry
Ah, Rockabye, no

"
20015,3,"
Rockabye, rocka-rocka-rocka-bye
(Rockabye, yeah, yeah)
Rockabye, rocka-rocka-rocka-bye

"
20015,4,"
Single mum, how're you doing out there?
Facing the hard life, without no fear (Yeah!)
Just so you know that you really care
'Cause any obstacle come, you're well prepared (Oh, no!)
And no, mama, you never shed tear
'Cause you have to shed things year after year
And you give the yout love beyond compare (Yeah!)
You find his school fee and the bus fare (Yeah!)
Mh, Marie, the paps' disappear
In the wrong bar, can't find him nowhere
Steadily your workflow, heavily you know
So your non-stop, no time, no time for ya dear

"
20015,5,"
Now she got a six-year-old
Trying to keep him warm
Trying to keep out the cold
When he looks in her eyes
He don't know he is safe

"
20015,6,"
When she says, ""Oh, love, no one's ever gonna hurt you, love.""
""I'm gonna give you all of my love.""
""Nobody matters like you.""

"
20015,7,"
So, rockabye, baby, rockabye
I'm gonna rock you
Rockabye, baby, don't you cry
Somebody's got you
Rockabye, baby, rockabye
I'm gonna rock you
Rockabye, baby, don't you cry
(Badda-bang-bang-bang, alright then)
Ah, Rockabye, no

"
20015,8,"
Rockabye, rocka-rocka-rocka-bye
(Rockabye, yeah, yeah)
Rockabye, rocka-rocka-rocka-bye
Rockabye, don't bother cry
Lift up your head, lift it up to the sky, yo
Rockabye, don't bother cry
Angels surround you, just dry your eye

"
20015,9,"
Rockabye, don't bother cry
Lift up your head, lift it up to the sky (Ah, Rockabye!)
Rockabye, don't bother cry (Yeah!)
Angels surround you, just dry your eye (Yeah, ah, rockabye!)
Rockabye, don't bother cry (No!)
Lift up your head, lift it up to the sky (Oh, Rockabye!)
Rockabye, don't bother cry
Angels surround you, just dry your eye

"
20016,0,"
I don't wanna know, know, know, know
Who"
20016,1,"
Wasted (wasted)
And the more I drink the more I think about you
Oh no, no, I can't take it
Baby every place I go reminds me of you

"
20016,2,"
Do you think of me? Of what we used to be?
Is it better now that I'm not around?
My friends are actin' strange, they don't bring up your name
Are you happy now?
Are you happy now?

"
20016,3,"
And every time I go out, yeah
I hear it from this one, I hear it from that one
That you got someone new
Yeah, I see but don't believe it
Even in my head you're still in my bed
Maybe I'm just a fool

"
20016,4,"
(Oh hey)
No more "
20017,0,"
When you get older, plainer, saner
Will you remember all the danger
We came from?
Burning like embers, falling tender
Longing for the days of no surrender
Years ago
And will you know?

"
20017,1,"
So smoke 'em if you got 'em 'cause it's going down
All I ever wanted was you
I'll never get to heaven 'cause I don't know how

"
20017,2,"
Let's raise a glass or two
To all the things I've lost on you, ho, oh
Tell me, are they lost on you? Oh, oh
Just that you could cut me loose, ho, oh
After everything I've lost on you
Is that lost on you? Oh, oh, oh, oh, oh, ohh
Ho, oh "
20017,3,"
Wishin' I could see the machinations
Understand the toil of expectations
In your mind
Hold me like you never lost your patience
Tell me that you love me more than hate me
All the time
And you're still mine

"
20018,0,"
You were looking at me like you wanted to stay
When I saw you yesterday
I'm not wasting your time, I'm not playing no games
I see you

"
20018,1,"
Who knows the secret tomorrow will hold?
We don't really need to know
Cause you're here with me now, I don't want you to go
You're here with me now, I don't want you to go

"
20018,2,"
Maybe we're perfect strangers
Maybe it's not forever
Maybe the night will change us
Maybe we'll stay together
Maybe we'll walk away
Maybe we'll realize
We're only human
Maybe we don't need no reason
Maybe we're perfect strangers
Maybe it's not forever
Maybe the night will change us
Maybe we'll stay together
Maybe we'll walk away
Maybe we'll realize
We're only human
Maybe we don't need no reason why
Come on, come on, come over
Maybe we don't need no reason why
Come on, come on, come over

"
20018,3,"
No one but you got me feeling this way
There's so much we can't explain
Maybe we're helping each other escape
I'm with you

"
20019,0,"
Hoy me pregunto que será de ti 
Te tuve cerca y ahora estás tan lejos 
Pero prohibirme recordar lo nuestro es imposible 
Es imposible

No me perdono se que te perdí 
Pero expiraron los remordimientos 
Fui dictador y el no dejarte ir debió haber sido mi primer decreto 

"
20019,1,"
Cuatro años sin mirarte 
Tres postales y un bolero 
Dos meses y me olvidaste 
Ni siquiera me pensaste un 29 de febrero 

Andan diciendo por la calle 
Que solo le eres fiel al viento 
El mismo que nunca hizo falta 
Para levantar tu falda cada día de por medio

"
20019,2,"
Cómo te atreves a volver 
A darle vida a lo que estaba muerto 
La soledad me había tratado bien 
Y no eres quien para exigir derechos 

Cómo te atreves a volver 
Y a tus cenizas convertir en fuego 
Hoy mis mentiras veo caer 
Que no es verdad que te olvidé 
Cómo te atreves a volver 

Ohhh
Ohhh

"
20019,3,"
Por qué volviste si te vas a ir
Tantas mentiras que al final no veo 
Nunca fui bueno para distinguir, al fin y al cabo siempre me las creo

"
20019,4,"
Cómo te atreves a volver
Me hiciste daño pero sigo vivo 
Contigo yo me acostumbré a perder 
Mi corazón funciona sin latidos 

"
20020,0,"
Me perderé
Me perderé en el torbellino del amor

Me subiré
Me subiré en un remolino de color

Confundiré
Confundiré lo que es el norte con el sur
Renegaré de ese pasado donde tú
Tú dijiste adiós

"
20020,1,"
Escaparé
Escaparé como Dorita rumbo a Oz

Descubriré
Descubriré que el mago es solo una ilusión

Escogeré
Escogeré entre las tinieblas y la luz
Y lloraré con un presente donde tú
Tú eres ficción

"
20020,2,"
Es un vendaval
Que hará temblar mi miedo
Espectacular
Monumental revuelo
Que revolverá lo malo con lo bueno
Todo en este plan
Espectacular

Un ciclón total
Con rayos y con truenos
Espectacular
Un festival de fuego
Y retumbará
Sacudirá hasta el cielo
Espectacular
Sensacional

"
20020,3,"
Me montaré
Me montaré en un arco iris de neón

Y viajaré
Y viajaré a Las Vegas, Marte o Benidorm

Y tomaré
Y tomaré la decisión a cara o cruz
Apostaré por un futuro donde tú
Tú eres ficción

"
20020,4,"
Es un vendaval
Que hará temblar mi miedo
Espectacular
Monumental revuelo
Que revolverá lo malo con lo bueno
Todo en este plan
Espectacular
Un ciclón total
Con rayos y con truenos
Espectacular
Un festival de fuego
Y retumbará
Sacudirá hasta el cielo
Espectacular
Sensacional

"
30000,0,"
Deja que se enteren
Como yo te quiero
Y como tú me quieres
Deja que nos miren
Cuando te enamores
No te quejes
Deja que mi alma brille
Dime qué hago
Qué hago contigo
No me des pena
Por mi vida te lo pido
De verdad no tengo miedo
Pero ahora es cuando quiero

"
30000,1,"
Que me dejes que te mire
Y que te bese si es que puedo

"
30000,2,"
Tú eres una necesidad
Y sólo con un par de besos
Tu puedes derretir mi fuego
Puedes incendiar mi mar
Si no me das un beso ya
Tu boca se la lleva el viento
Y cómo le digo lo siento
A este cuerpo que quiere amar
Tú eres la casualidad
Más hermosa que me trajo el cielo
Quién dijo que yo estoy despierto
Si no paro de soñar
Si no me das un beso ya
Tu boca se la lleva el viento
Y cómo le digo lo siento
A este cuerpo que quiere amar

"
30000,3,"
Deja que te bese
Deja que te bese
Deja que lo intente
Deja que te invite
A que te enamores de esta noche
Una noche aquí entre miles

Me he enamorado
Nunca lo olvides
No ha sido fácil
Porque muero en tus perfiles
Me has atrapado
No te confíes

"
30001,0,"
Me perderé
Me perderé en el torbellino del amor

Me subiré
Me subiré en un remolino de color

Confundiré
Confundiré lo que es el norte con el sur
Renegaré de ese pasado donde tú
Tú dijiste adiós

"
30001,1,"
Escaparé
Escaparé como Dorita rumbo a Oz

Descubriré
Descubriré que el mago es solo una ilusión

Escogeré
Escogeré entre las tinieblas y la luz
Y lloraré con un presente donde tú
Tú eres ficción

"
30001,2,"
Es un vendaval
Que hará temblar mi miedo
Espectacular
Monumental revuelo
Que revolverá lo malo con lo bueno
Todo en este plan
Espectacular

Un ciclón total
Con rayos y con truenos
Espectacular
Un festival de fuego
Y retumbará
Sacudirá hasta el cielo
Espectacular
Sensacional

"
30001,3,"
Me montaré
Me montaré en un arco iris de neón

Y viajaré
Y viajaré a Las Vegas, Marte o Benidorm

Y tomaré
Y tomaré la decisión a cara o cruz
Apostaré por un futuro donde tú
Tú eres ficción

"
30001,4,"
Es un vendaval
Que hará temblar mi miedo
Espectacular
Monumental revuelo
Que revolverá lo malo con lo bueno
Todo en este plan
Espectacular
Un ciclón total
Con rayos y con truenos
Espectacular
Un festival de fuego
Y retumbará
Sacudirá hasta el cielo
Espectacular
Sensacional

"
30002,0,"
¿Por qué, Por qué, Por qué?
Te veo en el espejo aunque no estés
Reconozco tu voz, sé que hay algo aquí entre los dos
Siento, siento, siento
Que te conozco de antes de hace tiempo
Que el destino cumplió su misión

"
30002,1,"
Y aunque quieran quitarme la voz
Yo pegaré un grito al cielo
Soy más fuerte si estamos los dos
Va a rendirse el mundo entero
Yo contigo, tú conmigo
Le daré la vuelta al cuento y aunque muera en el intento
Vamos a escribir lo mejor
Yo contigo, tú conmigo
Gong gong goro gong gong
Que va ser mi
Gong gong goro gong gong
Gong gong goro gong gong
Que va ser mi
Gong gong goro gong gong

"
30002,2,"
¿Por qué, por qué, por qué?
Te escucho cuando hablo y aunque no estés
Eres parte de mi y no quiero verme sin ti
Siento, siento, siento
Que te conozco de antes, de hace tiempo
Que el destino cumplió su misión

"
30002,3,"
Contra el viento
Nuestro momento, sé que ya llego y lo presiento
Contra el mundo, los mares, no habrá quien nos separe
Contra el viento, el viento oh
Yo pegaré un grito al cielo, soy mas fuerte si estamos los dos
Va a rendirse el mundo entero
Yo contigo, tú conmigo

"
30003,0,"
Después de todo este final
Que en realidad
Es el comienzo de una guerra sin cuartel
Que humilla y averg"
30003,1,"
Míranos, qué ha sido de nosotros dos
Excombatientes de un amor que nos llenó de vida, uoh
Míranos en este ring desolador
Poniendo precio a un deshonor que solos siembra heridas
Qué estúpidos los dos
Qué triste esta bajada del telón

"
30003,2,"
Cuántos momentos quedarán sin recordar
Ya sepultados para siempre por afán
Y la rabia indecente
Que nos convierte en estos locos sin razón
Que solo pisan platos rotos con dolor
En su circo de escombros

Déjalo, nos hemos ya manchado bien
El alma entera
Y lo peor es que seguimos
Presos de este odio intenso

"
